date,main_1,main_2,main_3,main_4,main_5,main_6,noroc
2014-10-26,2,12,22,26,33,49,
2014-11-02,24,33,39,41,42,48,
2014-11-09,4,6,32,36,44,46,
2014-11-16,6,17,18,22,28,30,
2014-11-23,2,11,28,32,34,38,
2014-11-30,12,15,16,17,20,34,
2014-12-07,1,6,20,28,36,47,
2014-12-14,10,17,22,33,45,49,
2014-12-21,5,12,19,28,40,44,
2014-12-30,16,20,22,34,47,48,
2015-01-11,3,9,13,16,34,45,
2015-01-18,1,3,14,15,27,35,
2015-01-25,5,9,16,25,35,36,
2015-02-01,2,10,27,37,41,45,
2015-02-08,2,5,19,29,34,41,
2015-02-15,9,25,28,34,43,45,
2015-02-22,7,14,18,29,33,40,
2015-03-01,14,15,21,27,29,37,
2015-03-05,2,8,22,27,41,48,
2015-03-12,1,15,16,25,26,47,
2015-03-19,6,7,21,23,30,46,
2015-03-26,2,4,27,38,45,48,
2015-04-02,1,11,16,27,36,38,
2015-04-09,6,18,29,32,36,49,
2015-04-12,15,16,19,23,31,44,
2015-04-19,16,21,32,35,38,44,
2015-04-26,1,2,10,29,30,46,
2015-05-03,1,5,8,19,37,45,
2015-05-10,4,6,14,17,25,48,
2015-05-17,10,16,19,25,32,48,
2015-05-24,2,25,32,40,43,45,
2015-05-31,8,14,21,23,29,35,
2015-06-07,12,17,30,37,45,47,
2015-06-14,10,23,24,28,37,45,
2015-06-21,1,7,11,18,34,37,
2015-06-28,6,22,36,38,47,48,
2015-07-05,4,10,15,27,41,47,
2015-07-12,2,13,15,23,32,45,
2015-07-19,10,33,37,40,43,49,
2015-07-26,6,10,36,38,43,48,
2015-08-02,1,14,23,27,30,40,
2015-08-09,15,18,21,29,36,46,
2015-08-16,8,10,11,35,44,46,
2015-08-23,16,17,20,28,36,43,
2015-08-30,1,2,25,34,44,48,
2015-09-06,3,12,16,18,28,38,
2015-09-13,3,17,28,34,40,49,
2015-09-20,2,20,27,34,47,48,
2015-09-27,1,7,12,18,26,32,
2015-10-04,1,14,24,31,36,39,
2015-10-11,27,28,29,30,44,45,
2015-10-18,10,11,12,17,23,47,
2015-10-25,7,9,10,17,31,47,
2015-11-01,8,11,20,21,34,41,
2015-11-08,7,10,13,16,32,36,
2015-11-15,2,3,10,18,29,30,
2015-11-22,14,16,21,23,33,43,
2015-11-29,5,12,26,28,35,47,
2015-12-06,6,9,20,26,48,49,
2015-12-13,11,14,21,25,32,38,
2015-12-20,2,8,13,18,27,44,
2015-12-30,10,15,18,34,47,48,
2016-01-10,8,14,16,29,41,47,
2016-01-17,2,5,9,14,20,21,
2016-01-24,4,5,20,28,39,43,
2016-01-31,6,9,18,28,36,49,
2016-02-07,1,4,29,36,42,45,
2016-02-14,8,11,13,23,46,48,
2016-02-21,1,21,31,39,40,47,
2016-02-28,4,19,20,25,36,41,
2016-03-06,2,14,25,41,44,49,
2016-03-10,3,26,28,44,45,46,
2016-03-17,9,13,40,41,43,45,
2016-03-24,15,16,18,21,24,47,
2016-03-31,5,11,21,32,43,44,
2016-04-07,14,20,21,25,26,39,
2016-04-14,5,9,10,16,31,44,
2016-04-21,5,6,14,18,46,47,
2016-05-01,9,16,36,37,40,43,
2016-05-08,5,14,17,25,34,48,
2016-05-15,4,20,24,25,37,42,
2016-05-22,1,13,19,30,34,42,
2016-05-29,3,5,10,11,19,48,
2016-06-05,4,7,13,22,36,39,
2016-06-12,11,20,22,25,27,46,
2016-06-19,4,11,14,25,30,35,
2016-06-26,1,22,24,25,43,46,
2016-07-03,15,22,25,27,38,42,
2016-07-10,5,9,20,21,38,45,
2016-07-17,4,9,12,26,45,47,
2016-07-24,6,16,21,24,28,33,
2016-07-31,3,4,31,32,38,49,
2016-08-07,4,5,7,32,36,41,
2016-08-14,3,6,7,24,47,49,
2016-08-21,5,11,13,17,36,38,
2016-08-28,4,6,13,26,30,48,
2016-09-04,13,21,28,41,43,45,
2016-09-11,14,21,25,34,43,46,
2016-09-18,13,18,19,23,35,45,
2016-09-22,13,17,25,30,31,33,
2016-09-29,2,26,32,40,43,44,
2016-10-06,3,10,21,23,38,40,
2016-10-13,7,13,16,25,26,31,
2016-10-20,7,11,12,19,31,36,
2016-10-27,1,3,6,35,42,43,
2016-11-03,5,6,7,19,22,45,
2016-11-10,10,17,18,22,35,44,
2016-11-17,4,17,30,36,39,42,
2016-11-24,7,9,11,15,17,19,
2016-12-04,1,5,11,18,23,34,
2016-12-11,10,18,23,24,36,41,
2016-12-18,3,17,20,38,40,44,
2016-12-31,8,9,22,23,27,43,
2017-01-05,5,24,25,29,42,49,
2017-01-12,1,8,16,20,23,30,
2017-01-19,2,10,12,23,25,45,
2017-01-26,2,20,27,33,40,42,
2017-02-02,5,6,25,27,40,49,
2017-02-09,8,9,20,27,31,37,
2017-02-16,3,4,17,22,30,42,
2017-02-23,7,8,18,23,36,47,
2017-03-02,11,12,24,29,38,48,
2017-03-09,10,27,29,33,36,43,
2017-03-16,13,21,29,30,46,48,
2017-03-23,1,2,4,11,35,39,
2017-03-30,7,19,20,23,31,38,
2017-04-06,1,2,8,20,22,36,
2017-04-16,8,11,21,30,37,45,
2017-04-23,13,14,41,42,45,48,
2017-04-30,5,8,12,16,38,40,
2017-05-07,4,11,13,16,18,21,
2017-05-14,1,2,6,11,25,38,
2017-05-21,17,32,39,41,43,48,
2017-05-28,2,11,12,13,39,43,
2017-06-04,12,14,16,19,26,39,
2017-06-11,8,17,28,33,38,49,
2017-06-18,1,3,12,30,38,48,
2017-06-25,8,9,12,19,28,46,
2017-07-02,11,28,32,36,37,48,
2017-07-09,8,23,24,26,30,35,
2017-07-16,5,7,15,16,22,40,
2017-07-23,4,11,15,36,38,39,
2017-07-30,1,24,25,28,38,48,
2017-08-06,7,9,25,29,37,43,
2017-08-13,3,18,28,31,32,38,
2017-08-20,5,19,30,32,46,48,
2017-08-27,2,13,15,17,43,48,
2017-09-03,8,23,24,35,40,45,
2017-09-10,20,21,25,37,45,48,
2017-09-21,1,4,8,24,32,36,
2017-09-28,3,6,7,28,37,48,
2017-10-05,4,6,17,28,30,41,
2017-10-12,19,21,35,36,42,44,
2017-10-19,8,11,17,19,29,32,
2017-10-26,10,21,22,23,24,37,
2017-11-02,16,21,24,28,39,49,
2017-11-09,7,9,23,28,39,47,
2017-11-16,5,11,21,44,48,49,
2017-11-23,10,11,15,30,37,45,
2017-11-30,15,17,39,40,41,45,
2017-12-07,14,32,37,40,47,49,
2017-12-14,2,5,11,13,40,45,
2017-12-21,17,19,30,33,36,46,
2017-12-31,2,28,32,36,42,43,
2018-01-04,2,3,8,25,27,47,
2018-01-11,3,10,20,31,32,35,
2018-01-18,1,2,12,21,34,49,
2018-01-25,10,17,25,29,31,48,
2018-02-01,4,27,28,34,37,46,
2018-02-08,3,9,23,29,39,40,
2018-02-15,2,5,19,30,33,34,
2018-02-22,2,8,18,26,35,47,
2018-03-01,6,9,11,33,39,43,
2018-03-08,2,4,12,24,31,42,
2018-03-15,3,10,17,19,20,34,
2018-03-22,2,4,15,20,23,48,
2018-03-29,5,6,23,31,35,43,
2018-04-08,9,18,21,29,31,32,
2018-04-15,4,9,13,15,21,31,
2018-04-22,14,18,21,29,39,45,
2018-04-29,14,30,32,37,46,49,
2018-05-06,9,16,23,25,35,49,
2018-05-13,9,11,17,33,34,49,
2018-05-20,3,10,12,16,33,45,
2018-05-27,2,7,14,27,45,46,
2018-06-03,1,11,22,36,46,47,
2018-06-10,21,22,25,40,42,47,
2018-06-17,3,17,19,20,23,37,
2018-06-24,3,21,24,41,42,49,
2018-07-01,5,11,18,19,20,43,
2018-07-08,7,8,25,31,36,40,
2018-07-15,3,23,27,29,32,46,
2018-07-22,4,9,24,39,44,48,
2018-07-29,9,14,23,31,38,45,
2018-08-05,2,19,24,31,40,43,
2018-08-12,3,10,12,16,23,45,
2018-08-19,15,18,24,31,33,35,
2018-08-26,14,19,26,27,38,43,
2018-09-02,4,14,18,28,43,45,
2018-09-09,9,16,19,27,44,48,
2018-09-16,22,29,33,36,37,42,
2018-09-23,4,14,15,23,34,47,
2018-09-30,3,5,32,38,41,44,
2018-10-07,1,12,21,33,40,44,
2018-10-14,2,19,24,45,47,49,
2018-10-21,6,7,21,22,23,43,
2018-10-28,4,10,24,33,43,48,
2018-11-04,22,32,34,36,40,41,
2018-11-11,7,10,21,23,30,39,
2018-11-18,15,23,28,35,37,48,
2018-11-25,2,7,14,22,30,40,
2018-11-29,3,4,9,12,18,27,
2018-12-06,7,14,19,20,34,41,
2018-12-13,1,19,25,32,41,43,
2018-12-20,13,23,24,32,41,44,
2018-12-31,4,8,11,12,15,30,
2019-01-06,6,7,17,26,30,45,
2019-01-13,7,9,14,17,22,33,
2019-01-20,15,17,21,26,35,46,
2019-01-27,4,6,7,26,42,48,
2019-02-03,18,29,34,35,48,49,
2019-02-10,5,12,24,38,45,48,
2019-02-17,12,13,17,28,45,47,
2019-02-24,2,3,17,25,31,49,
2019-03-03,20,24,26,33,36,42,
2019-03-10,1,4,5,10,20,42,
2019-03-17,1,4,21,36,39,40,
2019-03-24,13,18,26,28,45,49,
2019-03-31,12,13,14,19,21,25,
2019-04-07,2,4,5,8,14,25,
2019-04-14,4,12,31,36,39,44,
2019-04-21,21,23,24,26,35,47,
2019-05-02,7,33,34,40,46,48,
2019-05-09,13,15,18,20,32,43,
2019-05-16,2,12,17,20,42,46,
2019-05-23,5,22,31,38,39,47,
2019-05-30,1,3,6,13,22,29,
2019-06-06,2,11,12,24,37,40,
2019-06-13,4,32,33,36,46,47,
2019-06-20,11,13,14,32,35,48,
2019-06-27,5,12,16,21,28,34,
2019-07-04,6,12,22,31,32,40,
2019-07-11,3,23,28,31,38,42,
2019-07-18,4,16,24,27,37,41,
2019-07-25,1,7,11,32,37,40,
2019-08-01,2,3,6,25,47,48,
2019-08-08,4,10,22,29,30,31,
2019-08-15,6,7,9,30,31,37,
2019-08-22,8,24,33,39,46,47,
2019-08-29,1,13,25,28,30,34,
2019-09-05,3,6,13,21,30,40,
2019-09-12,6,8,10,26,30,42,
2019-09-19,5,18,19,27,43,47,
2019-09-26,22,27,37,40,43,45,
2019-10-03,7,8,11,15,36,48,
2019-10-10,2,21,30,31,41,49,
2019-10-17,5,6,15,21,41,45,
2019-10-24,6,20,26,27,28,49,
2019-10-31,21,22,24,27,30,38,
2019-11-07,2,6,19,33,37,44,
2019-11-14,8,13,16,17,27,30,
2019-11-21,4,5,35,42,43,46,
2019-11-28,1,4,8,10,12,40,
2019-12-05,22,28,33,36,37,43,
2019-12-12,2,17,19,22,40,47,
2019-12-19,5,8,16,17,26,31,
2019-12-31,5,6,16,25,35,46,
2020-01-05,3,20,26,27,28,41,
2020-01-12,4,8,9,27,44,45,
2020-01-19,3,9,11,24,28,47,
2020-01-26,9,18,23,28,35,45,
2020-02-02,7,8,14,16,18,33,
2020-02-09,3,6,11,15,33,44,
2020-02-16,12,13,20,40,43,46,
2020-02-23,20,38,39,40,43,48,
2020-03-01,9,24,25,36,38,49,
2020-03-08,3,6,21,26,39,45,
2020-03-15,4,23,32,35,36,40,
2020-06-21,2,8,18,22,27,45,
2020-06-28,5,13,16,27,33,35,
2020-07-05,1,7,13,16,27,41,
2020-07-12,10,23,26,30,43,44,
2020-07-19,2,11,33,36,43,47,
2020-07-26,5,8,13,18,19,29,
2020-08-02,5,12,28,30,47,48,
2020-08-09,13,17,27,29,36,46,
2020-08-16,3,11,17,29,35,47,
2020-08-23,2,4,6,18,20,47,
2020-08-30,1,14,18,42,45,49,
2020-09-06,2,3,9,34,37,46,
2020-09-13,3,9,16,33,39,41,
2020-09-20,2,3,4,34,35,46,
2020-09-27,4,9,13,21,23,45,
2020-10-04,1,5,9,14,30,48,
2020-10-11,4,6,7,10,33,36,
2020-10-18,2,10,23,27,36,48,
2020-10-25,3,8,24,31,35,36,
2020-11-01,4,12,18,24,33,40,
2020-11-08,5,14,18,20,46,48,
2020-11-15,10,16,17,22,46,48,
2020-11-22,1,12,13,19,25,43,
2020-11-29,8,10,17,21,25,43,
2020-12-06,13,16,17,26,28,37,
2020-12-13,5,8,15,23,36,47,
2020-12-20,5,16,27,42,44,46,
2020-12-31,1,10,25,36,38,41,
2021-01-03,1,7,15,30,34,36,
2021-01-10,10,26,28,38,39,42,
2021-01-17,2,3,5,32,35,36,
2021-01-24,9,12,15,27,33,44,
2021-01-31,11,14,18,20,33,40,
2021-02-07,1,5,14,20,41,49,
2021-02-14,11,15,17,32,33,47,
2021-02-21,3,10,12,24,30,42,
2021-02-28,6,9,14,39,40,45,
2021-03-07,3,5,9,10,27,29,
2021-03-14,5,26,35,37,39,40,
2021-03-21,4,10,17,19,27,43,
2021-03-28,7,13,19,30,42,47,
2021-04-04,2,3,4,10,26,41,
2021-04-11,4,11,12,17,27,44,
2021-04-18,6,12,22,23,36,37,
2021-04-25,23,27,42,44,46,48,
2021-05-06,7,20,22,32,35,37,
2021-05-13,6,7,10,12,40,41,
2021-05-20,6,7,19,27,38,46,
2021-05-27,14,23,30,40,41,43,
2021-06-03,6,17,28,33,38,49,
2021-06-10,13,15,20,35,46,49,
2021-06-17,11,16,24,26,27,44,
2021-06-24,5,18,23,28,38,44,
2021-07-01,17,22,31,36,38,49,
2021-07-08,5,7,10,14,26,33,
2021-07-15,8,9,23,28,36,47,
2021-07-22,1,10,11,21,42,47,
2021-07-29,6,20,23,26,38,48,
2021-08-05,23,25,28,30,35,41,
2021-08-12,3,5,10,25,28,42,
2021-08-19,5,7,13,25,38,40,
2021-08-26,1,3,8,38,48,49,
2021-09-02,7,16,18,19,36,42,
2021-09-09,13,19,36,38,47,49,
2021-09-16,9,12,13,25,32,40,
2021-09-23,1,3,13,30,40,48,
2021-09-30,5,8,16,23,24,36,
2021-10-07,1,2,6,10,17,30,
2021-10-14,2,13,27,33,38,39,
2021-10-21,2,4,8,21,24,25,
2021-10-28,1,4,7,20,25,35,
2021-11-04,1,4,24,28,38,44,
2021-11-11,9,22,30,33,39,46,
2021-11-18,21,22,27,33,35,37,
2021-11-25,5,6,9,27,33,35,
2021-12-05,4,10,15,16,18,40,
2021-12-12,14,20,24,37,39,44,
2021-12-19,3,5,13,15,19,44,
2021-12-31,4,27,37,38,39,43,
2022-01-06,14,25,29,34,36,44,
2022-01-13,10,12,23,27,29,42,
2022-01-20,3,7,14,28,46,48,
2022-01-27,3,16,18,32,46,48,
2022-02-03,1,7,21,26,29,41,
2022-02-10,13,23,27,29,41,48,
2022-02-17,11,12,26,37,44,45,
2022-02-27,10,18,24,40,47,49,
2022-03-06,18,19,28,34,41,42,
2022-03-13,15,17,18,28,39,43,
2022-03-20,2,7,13,19,24,46,
2022-03-27,3,7,8,9,13,31,
2022-04-03,11,20,25,27,34,49,
2022-04-10,4,33,35,36,40,43,
2022-04-17,13,16,19,20,25,35,
2022-04-28,2,16,26,32,38,43,
2022-05-05,12,34,36,38,40,41,
2022-05-12,8,10,23,25,28,44,
2022-05-19,6,7,11,15,17,32,
2022-05-26,19,22,32,33,41,44,
2022-06-02,7,12,25,31,35,39,
2022-06-09,5,6,13,34,39,42,
2022-06-16,21,22,24,31,35,36,
2022-06-23,1,8,25,28,42,46,
2022-06-30,9,10,20,21,43,44,
2022-07-07,7,10,11,14,22,40,
2022-07-14,7,17,27,32,46,48,
2022-07-21,3,6,8,10,14,24,
2022-07-28,2,17,23,36,40,48,
2022-08-04,5,18,23,40,46,49,
2022-08-11,6,10,11,28,30,33,
2022-08-18,5,16,18,27,35,37,
2022-08-25,9,21,27,30,39,48,
2022-09-01,6,10,14,30,43,45,
2022-09-08,10,17,21,27,44,48,
2022-09-15,10,12,40,41,45,49,
2022-09-22,10,13,18,28,35,47,
2022-09-29,7,12,18,22,30,33,
2022-10-06,7,9,13,25,27,37,
2022-10-13,5,20,22,40,44,45,
2022-10-20,2,6,15,24,41,47,
2022-10-27,1,2,9,16,25,30,
2022-11-03,1,10,12,25,30,37,
2022-11-10,3,7,12,23,24,31,
2022-11-17,10,11,18,29,35,36,
2022-11-24,17,18,25,29,32,49,
2022-12-04,14,23,27,36,38,43,
2022-12-11,8,12,30,35,41,45,
2022-12-18,3,15,16,21,26,40,
2022-12-31,4,7,10,13,19,35,
2023-01-05,6,14,16,23,35,40,
2023-01-12,2,4,6,7,12,39,
2023-01-19,3,30,31,39,44,47,
2023-01-26,11,28,34,37,42,49,
2023-02-02,10,25,29,33,44,45,
2023-02-09,17,26,29,30,44,49,
2023-02-16,7,14,36,37,40,43,
2023-02-23,2,6,12,13,44,45,
2023-03-02,5,29,33,45,48,49,
2023-03-09,9,10,22,29,34,47,
2023-03-16,3,27,29,31,33,38,
2023-03-23,10,24,28,35,40,48,
2023-03-30,16,20,21,24,25,48,
2023-04-06,2,4,12,22,31,38,
2023-04-15,4,21,26,27,39,48,
2023-04-23,6,10,38,39,44,45,
2023-04-30,13,22,28,30,33,49,
2023-05-07,1,8,20,32,36,41,
2023-05-14,18,31,32,38,41,49,
2023-05-21,17,39,41,42,47,49,
2023-05-28,4,5,17,19,29,32,
2023-06-04,2,20,24,26,42,46,
2023-06-11,20,24,35,40,41,49,
2023-06-18,24,30,33,40,44,49,
2023-06-25,17,25,36,37,38,44,
2023-07-02,6,18,28,36,39,40,
2023-07-09,5,14,16,24,27,29,
2023-07-16,10,13,23,26,36,38,
2023-07-23,4,9,10,18,31,36,
2023-07-30,6,19,27,29,31,35,
2023-08-06,6,10,11,14,20,36,
2023-08-13,1,2,10,14,15,30,
2023-08-20,12,22,28,34,37,39,
2023-08-27,4,6,7,20,29,39,
2023-09-03,6,13,21,32,40,47,
2023-09-10,4,30,31,34,39,49,
2023-09-17,15,30,33,35,41,45,
2023-09-24,5,13,14,19,47,48,
2023-10-01,6,16,26,29,37,41,
2023-10-08,6,14,16,26,27,37,
2023-10-15,3,20,21,35,38,48,
2023-10-22,6,7,14,32,40,45,
2023-10-29,1,9,24,32,44,46,
2023-11-05,5,17,26,30,37,46,
2023-11-12,18,26,27,28,41,42,
2023-11-19,3,14,17,18,22,28,
2023-11-26,5,10,20,21,43,49,
2023-12-07,1,2,17,24,41,47,
2023-12-14,2,9,12,37,39,40,
2023-12-21,14,27,28,36,41,47,
2023-12-31,4,8,19,20,31,37,
2024-01-07,15,26,31,34,45,46,
2024-01-14,9,17,24,25,31,43,
2024-01-21,4,14,31,34,39,47,
2024-01-28,11,26,27,28,47,49,
2024-02-04,2,5,7,11,20,28,
2024-02-11,13,22,30,35,36,48,
2024-02-18,5,7,15,32,33,48,
2024-02-25,1,10,14,26,39,48,
2024-03-03,5,15,41,44,47,48,
2024-03-10,8,9,20,24,31,39,
2024-03-17,10,14,18,29,39,44,
2024-03-24,3,18,28,29,37,47,
2024-03-31,1,21,24,31,43,44,
2024-04-07,1,6,7,20,40,49,
2024-04-14,7,10,25,33,40,48,
2024-04-21,17,26,28,29,40,47,
2024-04-28,1,12,15,19,35,37,
2024-05-09,19,35,40,41,43,46,
2024-05-16,16,22,24,26,37,43,
2024-05-23,12,20,24,26,31,36,
2024-05-30,10,14,18,29,31,39,
2024-06-06,1,6,12,33,35,37,
2024-06-13,14,15,23,28,31,41,
2024-06-20,3,6,23,35,42,46,
2024-06-27,9,18,38,39,40,49,
2024-07-04,2,20,25,41,43,47,
2024-07-11,7,10,17,30,42,43,
2024-07-18,8,10,15,29,38,43,
2024-07-25,4,7,16,19,33,42,
2024-08-01,2,3,22,31,40,42,
2024-08-08,1,16,23,28,35,37,
2024-08-15,4,14,16,20,37,47,
2024-08-22,2,5,9,21,37,40,
2024-08-29,6,19,20,21,26,40,
2024-09-05,4,7,17,25,26,34,
2024-09-12,6,20,32,35,42,46,
2024-09-19,5,13,25,33,36,47,
2024-09-26,1,15,32,39,40,41,
2024-10-03,4,6,7,12,34,40,
2024-10-10,1,3,14,22,25,38,
2024-10-17,8,17,18,39,41,46,
2024-10-24,11,12,13,19,21,26,
2024-10-31,18,30,31,36,38,45,
2024-11-07,5,18,25,31,39,47,
2024-11-14,10,11,18,21,24,30,
2024-11-21,8,20,21,22,26,40,
2024-11-28,6,24,25,31,35,41,
2024-12-05,4,6,14,15,16,23,
2024-12-12,9,10,20,23,28,31,
2024-12-19,13,18,19,25,39,41,
2024-12-31,5,7,14,19,27,49,
2025-01-05,5,6,13,40,42,44,
2025-01-12,5,18,23,27,42,46,
2025-01-19,6,16,23,32,35,48,
2025-01-26,23,25,28,33,43,49,
2025-02-02,9,21,22,25,28,31,
2025-02-09,6,12,22,30,44,48,
2025-02-16,5,13,17,19,35,43,
2025-02-23,1,21,23,32,43,49,
2025-03-02,8,9,19,21,35,45,
2025-03-09,4,12,22,27,28,39,
2025-03-16,1,29,32,34,43,47,
2025-03-23,12,18,24,27,37,46,
2025-03-30,5,10,14,37,42,45,
2025-04-06,1,2,19,32,40,41,
2025-04-13,3,11,16,20,29,43,
2025-04-24,2,8,12,17,19,22,
2025-05-01,3,34,40,41,45,48,
2025-05-08,14,17,19,25,39,45,
2025-05-15,5,7,19,26,30,36,
2025-05-22,1,6,10,14,32,46,
2025-05-29,14,15,21,24,29,46,
2025-06-05,6,15,19,37,44,47,
2025-06-12,2,4,26,36,39,43,
2025-06-19,23,25,28,32,39,42,
2025-06-26,4,8,24,40,43,45,
2025-07-03,14,22,29,38,43,44,
2025-07-10,12,19,20,21,29,44,
2025-07-17,1,4,7,30,33,49,
2025-07-24,18,25,26,28,37,49,
2025-07-31,1,15,16,19,35,42,
2025-08-07,2,18,28,31,42,46,
2025-08-14,4,9,10,31,44,47,
2025-08-21,8,11,15,39,44,45,
2025-08-28,5,6,16,39,48,49,
2025-09-04,3,5,20,21,31,46,
2025-09-11,4,13,23,30,36,40,
2025-09-18,4,5,8,14,39,42,
2025-09-25,12,17,23,32,38,46,
2025-10-02,5,9,10,23,30,47,
2025-10-09,2,13,23,35,40,41,
2025-10-16,2,7,12,15,25,32,
2025-10-23,3,14,18,24,36,40,
2025-10-30,2,19,21,25,41,47,
2025-11-06,2,20,22,35,42,46,
2025-11-13,5,7,9,39,43,44,
2025-11-20,3,33,34,36,39,47,
2025-11-27,2,25,28,30,33,41,
2025-12-04,4,9,11,15,37,47,
2025-12-11,4,6,33,35,36,39,
2025-12-18,7,12,17,30,33,49,
2025-12-31,23,24,28,34,48,49,
2026-01-04,2,10,21,34,38,39,
2026-01-08,17,26,30,35,36,44,
2026-01-11,1,6,12,16,17,33,
2026-01-15,11,19,33,44,45,46,
2026-02-01,6,20,22,25,40,44,
2026-02-05,7,14,15,19,37,49,
2026-02-08,11,16,20,22,28,44,
2026-03-01,1,15,24,26,36,38,
2026-03-05,8,10,19,21,26,32,
2026-03-08,3,22,29,31,44,48,
2026-03-12,6,19,29,36,38,45,
2026-03-15,5,7,19,33,35,42,
2026-03-19,7,21,27,32,38,39,
2026-03-22,3,4,7,30,43,45,
2026-03-26,5,15,18,28,41,46,
2026-03-29,15,16,17,26,32,40,
2026-04-02,11,16,20,25,41,48,
2026-04-05,4,8,9,25,42,49,
2026-04-11,11,12,18,19,44,45,
2026-04-16,11,14,26,37,38,44,
2026-04-19,11,12,16,17,35,36,
2026-04-23,1,19,23,31,39,43,
2026-04-26,3,5,11,13,34,36,
2026-04-30,17,23,30,32,42,48,
2026-05-03,17,37,38,39,42,45,
2026-05-07,3,6,7,18,32,38,
2026-05-10,3,9,13,25,29,42,
2026-05-14,7,14,21,24,32,49,
2026-05-17,3,5,10,25,36,39,
2026-05-21,17,18,21,27,42,45,
2026-05-24,1,3,15,17,21,23,
2026-05-28,13,19,21,22,30,35,
2026-05-31,2,6,18,32,39,40,
2026-06-04,5,14,21,34,40,43,
2026-06-07,15,18,22,27,46,48,
2026-06-11,13,25,43,44,48,49,
2026-06-14,3,5,7,10,18,25,
2026-06-18,2,12,15,20,27,36,
2026-06-21,6,14,21,35,37,42,
2026-06-25,4,7,10,21,26,47,
2026-06-28,4,8,23,31,44,47,
2026-07-02,8,19,20,26,32,41,
2026-07-05,5,19,26,36,43,46,
2026-07-09,7,13,16,19,21,27,
2026-07-12,9,20,23,24,36,43,
2026-07-16,1,4,14,24,37,46,
2026-07-19,12,15,18,19,41,43,
2026-07-23,3,20,28,30,43,44,
2026-07-26,10,11,20,31,35,39,
